IP 地址,端口,TLS,Region,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.18.252.121,443,TRUE,California,4,4,0,183.52,15.7
104.18.248.157,443,TRUE,California,4,4,0,180.28,15.66
104.18.251.178,443,TRUE,California,4,4,0,206.99,15.66
104.18.246.200,443,TRUE,California,4,4,0,182.94,15.65
104.18.246.20,443,TRUE,California,4,4,0,179.92,15.63
104.18.252.99,443,TRUE,California,4,4,0,183.74,15.63
104.18.248.195,443,TRUE,California,4,4,0,190.18,15.62
104.18.253.112,443,TRUE,California,4,4,0,195.77,15.62
104.18.244.42,443,TRUE,California,4,4,0,187.46,15.61
104.18.244.177,443,TRUE,California,4,4,0,198.09,15.6
104.18.254.108,443,TRUE,California,4,4,0,184.12,15.6
104.18.247.174,443,TRUE,California,4,4,0,186.5,15.6
104.18.245.30,443,TRUE,California,4,4,0,181.24,15.59
104.18.254.110,443,TRUE,California,4,4,0,183.77,15.58
104.18.244.40,443,TRUE,California,4,4,0,186.63,15.58
104.18.244.169,443,TRUE,California,4,4,0,199.51,15.57
104.18.248.244,443,TRUE,California,4,4,0,196.27,15.56
104.18.250.142,443,TRUE,California,4,4,0,197.58,15.54
104.18.249.147,443,TRUE,California,4,4,0,187.52,15.53
104.18.251.153,443,TRUE,California,4,4,0,187.61,15.52
104.18.252.80,443,TRUE,California,4,4,0,183.23,15.5
104.18.246.76,443,TRUE,California,4,4,0,183.24,15.47
104.18.248.224,443,TRUE,California,4,4,0,184.45,15.44
104.18.247.139,443,TRUE,California,4,4,0,193.16,15.41
104.18.254.128,443,TRUE,California,4,4,0,195.95,15.39
104.19.1.122,443,TRUE,California,4,4,0,184.75,15.38
104.18.244.218,443,TRUE,California,4,4,0,189.16,15.37
104.18.244.88,443,TRUE,California,4,4,0,184.84,15.37
104.18.253.68,443,TRUE,California,4,4,0,198.38,15.36
104.18.253.187,443,TRUE,California,4,4,0,184.11,15.36
104.18.254.189,443,TRUE,California,4,4,0,182.86,15.35
104.18.250.219,443,TRUE,California,4,4,0,183.2,15.34
104.18.249.118,443,TRUE,California,4,4,0,192.97,15.34
104.18.248.252,443,TRUE,California,4,4,0,186.97,15.32
104.18.248.160,443,TRUE,California,4,4,0,208,15.31
104.18.247.4,443,TRUE,California,4,4,0,180.91,15.31
104.18.249.0,443,TRUE,California,4,4,0,198.25,15.3
104.18.254.35,443,TRUE,California,4,4,0,175.78,15.3
104.18.248.237,443,TRUE,California,4,4,0,198.45,15.3
104.19.2.208,443,TRUE,California,4,4,0,183.88,15.3
104.18.251.207,443,TRUE,California,4,4,0,187.71,15.3
104.18.252.246,443,TRUE,California,4,4,0,186.43,15.29
104.18.253.225,443,TRUE,California,4,4,0,179.9,15.29
104.18.245.220,443,TRUE,California,4,4,0,202.11,15.28
104.18.249.103,443,TRUE,California,4,4,0,193.7,15.28
104.18.253.120,443,TRUE,California,4,4,0,187.8,15.27
104.18.251.194,443,TRUE,California,4,4,0,183.66,15.27
104.19.2.114,443,TRUE,California,4,4,0,193.66,15.27
104.18.249.130,443,TRUE,California,4,4,0,199.08,15.26
104.18.245.31,443,TRUE,California,4,4,0,197.66,15.23
104.18.245.88,443,TRUE,California,4,4,0,199.08,15.26
104.18.253.3,443,TRUE,California,4,4,0,197.66,15.23
