IP 地址,端口,TLS,Region,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.18.44.159,443,TRUE,California,4,4,0,184.75,15.38
104.18.45.119,443,TRUE,California,4,4,0,189.16,15.37
104.18.51.107,443,TRUE,California,4,4,0,184.84,15.37
104.18.55.41,443,TRUE,California,4,4,0,198.38,15.36
104.18.46.49,443,TRUE,California,4,4,0,184.11,15.36
104.18.45.225,443,TRUE,California,4,4,0,182.86,15.35
104.18.54.148,443,TRUE,California,4,4,0,183.2,15.34
104.18.55.103,443,TRUE,California,4,4,0,192.97,15.34
104.18.51.26,443,TRUE,California,4,4,0,186.97,15.32
104.18.52.53,443,TRUE,California,4,4,0,208,15.31
104.18.46.25,443,TRUE,California,4,4,0,180.91,15.31
104.18.55.21,443,TRUE,California,4,4,0,198.25,15.3
104.18.51.117,443,TRUE,California,4,4,0,175.78,15.3
104.18.51.153,443,TRUE,California,4,4,0,198.45,15.3
104.18.42.153,443,TRUE,California,4,4,0,183.88,15.3
104.18.54.167,443,TRUE,California,4,4,0,187.71,15.3
104.18.50.97,443,TRUE,California,4,4,0,186.43,15.29
104.18.42.206,443,TRUE,California,4,4,0,179.9,15.29
104.18.55.6,443,TRUE,California,4,4,0,202.11,15.28
104.18.54.139,443,TRUE,California,4,4,0,193.7,15.28
104.18.48.193,443,TRUE,California,4,4,0,187.8,15.27
104.18.55.143,443,TRUE,California,4,4,0,183.66,15.27
104.18.54.64,443,TRUE,California,4,4,0,193.66,15.27
104.18.48.162,443,TRUE,California,4,4,0,199.08,15.26
104.18.42.29,443,TRUE,California,4,4,0,197.66,15.23
104.18.51.20,443,TRUE,California,4,4,0,199.08,15.26
104.18.41.238,443,TRUE,California,4,4,0,197.66,15.23
